"Nama","Review",""
"mar yadi","Biar bintang bintang yg bicara",""
"Firman Prihatno","Siip. Cepat dan mudah..",""
"Adens Coletion","Murah dan cepat tiket. Com",""
"Andri Karundeng","Aku suka dgan bepergian lasung aja pesan tiket               ",""
"Joseph Nugroho","Puas semuanya. Terbaik.",""
"c.pauliana sihombing lumban toruan","Saya puas dengan pelayanannya",""
"Waone Herwanto","Sangat membantu dn cepat utk pemesan",""
"ScoutJurnalist 07","Sangat menyenangkan dan mudah",""
"Dimas Arch","Mudah, cepat dn layanan bgs",""
"Adi Hartanto","Luar biasa banyak promo",""
"Zumir Nasution","Good. Udah itu aja",""
"Andyka Guntur","Oke lahhh, ada kasi promo",""
"Hellen Sihombing","Puas bgt deh tiket. com",""
"Nur Sidik","Di coba dulu kalo good tambahin lg",""
"Edi Pranoto","Membantu dan mempermudah pesanan tiket",""
"Puspa Ayu Riwanda","Tiket. Com emang top  ",""
"Yuyu Wahyudi","Mudah dan pointnys banyak",""
"Mas Anto","Proses mudah, good",""
"Febrina Lerrick","Lbh murah dr yg sebelah,,,bnyk promo nya",""
"RIFDAH ARMINA","Sangat membantu aplikasi ini",""
"Buhit Purba","Mantap. Horas dari Bekasi Cikarang",""
"lena Rohimah","Selalu ada saat di butuh kan",""
"Tri Waluyo","Mudah di pakai ga pake ribet",""
"Hadi Poernomo","Bagus dan harga saya dapat lebih murah",""
"merry christina s","Sangat membantu saya good job",""
"Colek Tuas","Sangat cepat sekali prosesnya",""
"Marhayurini Soehirdjo","Harga tiket hotel baik",""
"Aneka Dwiyantoro","Cukup bermanfaat dan memudahkan",""
"Alfin Pramana","Bagus untuk apk nya gw sukak",""
"Sri hartati Budi lestari","Sangat membantu sekali",""
"Risdian Syah","nyaman, luar biasa",""
"Andry Sudirsum","mencoba...mudahan baik dan lancar",""
"winokan jhoni","Pemesanan cepat dan ok.",""
"Willyam Singel","Terbaik. Tetap diperthankan",""
"Joseph Singgih","Ok. Mudah dan cepat .",""
"Suriyanti Bachtiar","Responsible dan Cepat",""
"obed manambe","Respon cepat, dapat diandalkan.",""
"saidina hamzah","Lebih nyaman dan terpercaya",""
"Rachel Simo","semoga makin sukses selalu.",""
"Unhy Sangaji","Semoga app nya bisa membantu",""
"JAKA EKA PARSETIYONO","Bisa bayar pakai ATM 24 jam",""
"Harri Kuswanda","Luar biasa cepat dan diskonnya keren",""
"Dwi Yuniwati","Beli tiket bisa lebih murah",""
"Abdul Fattah","Berguna di waktu yg di butuhkan Terbaiklah",""
"Rian Rendika","Sangat simpel penggunaannya",""
"tirtana ardianta","Bagus, saya dimudahkan",""
"beri 0503","Gampang & cepat.. Gak pake lelet & lemot                   ",""
"Rendy Praditya","Nice. Semoga selalu banyak promo",""
"Aripudin SH","Sangat cepat dan memuaskan",""
"Fatma San","Kalo harga nya bagus kasih 5",""
"Helova Leonard","Luar biasa.. Praktis dan efisien",""
"Reza Yovanda","Baru pakai semoga memudahkan perjalanan",""
"Yahya Mahadjani","Mantab banget dehh Sangat membantu",""
"ADEN SYUKRI","Good.......Tingkatkan.......",""
"elzara William","Sangat mudah dan cocok",""
"Erwin SPNlagu batak juga enak bang.","Sangat membantu..",""
"Aan Pongki","Nice Sangat membantu",""
"Danny Yarangga","Aplikasinya sangat praktis",""
"Sigit Setiawan","Cukup bagus n cepat respon",""
"Dani Kuntjoro","Membantu dan banyak diskon",""
"anshori olii","Sangat membantu dan Nyaman",""
"kholik cholik","Sangat membantubutk mencari tiket",""
"Ricky Alv's","Mudah di pakai aplikasinya",""
"Danialfian","100 jempol deh pokoke,,.     ",""
"Yeni Siti Mar'ahtusolihah","Mantap ..pilihan tepat",""
"Antoni Kurniawal","Mantap... semoga semakin banyak promonya. Biar semua pada pakai aplikasi ini....",""
"De Zo","Bintang yang bicara      ",""
"Rusdi Juliansyah","Bintang yang bicara",""
"Alin Adut","Biar bintang yg bicara",""
"SRI GUSNIATI SE., MM","Bagus.banyak discountnya",""
"ayam geprek ibu syarifah HST","Sangat puaaaaas bangeeet",""
"Daniell Tambunan","Sangat membantu dan bagus",""
"Akang Jalu","Keren...lancar banget",""
"Tirta Okdiyanto","Mantap, sering* diskon ya min hehe",""
"M.F. Kuncoro","bagus, dapet promo terus",""
"Herman Kusdharyanto","Luar biasa mudahnya",""
"Rabaking1975 Dg naba","Bagus sekali terima kasih",""
"zay nata","Simple dan mudah makainya",""
"Agus Hendraningrat","Bagus dan cepat responnya",""
"Brian NoOne","Mudah digunakan, harga lebih murah",""
"Eryck Gboy","Sangat baik,trimakasi",""
"Febrina Sariati","Murah meriah..",""
"HENDRA GUNAWAN TV","Aplikasi yg bagus.......,loding nya cepat, harga lebih murah, sistim pembayaran tiket banyak pilihan, cara mengunakan apkikasi juga sederhana dan simple..., hanya sayang maskapai air asia yg selalu di uber uber orang tidak ada di aplikasi ini..., tapi di banding dengan yg lain ok juga dech...",""
"heri yono","Pelayanan yang sangat bagus",""
"Deni Gshd","Sangat puas pelayanan ya",""
"YUDHI HARRIS","Layanannya mudah & cepat  ",""
"Rembugan Telo","Biar bintang yang bicara",""
"Nadine Cantika","Mantap banyak yg harga murahnya,",""
"Herni MCP","Transaksi pemesanan cepat  ",""
"Tridini Rachmadhani","Mudah dlm menggunakan aplikasi ini",""
"Eti Sugianti","Tambah lg dong diskon nya",""
"Universal Family","Puas dengan pelayananya",""
"Panji Adham Agusta","Mudah kemana saja",""
"Toni Ansa","Semoga selalu jaya",""
"Andy Soelistiyo","Bagus dan mantap...",""
"Novi Irawaty","Praktis dan lebih murah",""
"Ny Sumantri Nyaii Closing","Aman, cepat & Tepat",""
"juwan syah","Mantul.. bisa cicil tanpa bea adm",""
"imas nurfathonah","Cepat dan mudah dkm pemesanan",""
"Muhtar Arsjad","Cari tiket murah gampang",""
"Wahyudi Sulistiyono","Mudah Praktis Suka sekali",""
"Eli Warti","Berhasil cepat dan mudah",""
"Supriadi Djatiroto","Lumayan cepat proses nya",""
"Rullyta Dwi Cahyani","Sangat mmbantu bagi yg awam",""
"Haryono Haryono","Pesen tiket dalam genggaman",""
"zxuan fanny","Apikasi yg sangat berguna",""
"Ahmad Nurwan MT","Sangat baik dan membantu",""
"Irwansyah Ri","Proses nya cepat & Mudah",""
"siska chanel","Aplikasi ini sangat membantu saya",""
"usman latuconsina","Mudah dan tanpa kendala",""
"HERLY ROY","Lebih mudah dan lengkap",""
"Aan Hanafi","Alhamdulillah dapat tixpoint",""
"Felmi Adam","Sangat bermanfaat",""
"benyamin salbin","Tiket yang MURAH",""
"Trihadi sh","memudahkan perjalananku",""
"Rima Emiliyana","Awalnya ragu utk memakai aplikasi ini, tapi g ada salahnya kan utk mncoba, lalu pesanlah gue tiket pesawat utk 2org, kemudian penerbangan dibatalkan, tau g hal yg paling menakutkan buat gue yg suka traveling? Yaitu pembatalan penerbangan. Bete bgt kan gue belum lg takut refund nya g balik. Ehh terny...Ulasan LengkapAwalnya ragu utk memakai aplikasi ini, tapi g ada salahnya kan utk mncoba, lalu pesanlah gue tiket pesawat utk 2org, kemudian penerbangan dibatalkan, tau g hal yg paling menakutkan buat gue yg suka traveling? Yaitu pembatalan penerbangan. Bete bgt kan gue belum lg takut refund nya g balik. Ehh ternyata pake aplikasi ini amaaannnn terkendali, uang refund nya balik donk g sampe seminggu dah balik uang kita, aplikasi trust sih ini. Recommended guys",""
"Andhy Paruntung","Sangat bagussss dan Ramahhhhhhhhhhh",""
"Yedi Sukmayadi","Cepat & pasti...OK",""
"Iman Syah","apalikasi sangat membantu",""
"Beni Hamuri","Mantap aplikasinya.",""
"Nofandri Putriati","Memudahkan untuk pemesanan..",""
"Heri Yanto","Aku ksi 5bintang dah.. Mantep tingkatkan",""
"Bacotan project","Sangat memuaskan",""
"Desy Fachry","Sangat memuaskan",""
"enny kembaren","Istimewa Memuaskan",""
"muhammad ikhsan Nasution","Aplikasi OK diskon jg banyak",""
"Aslauddin Indar","Proses pemesanan cepat",""
"Nunung Hanurawati","Mudah dan cepat muncul",""
"Eko Prasetyo","sangat membantu . .",""
"Abu Azka","Memuaskan dan banyak program diskon, tapi sayang UPDATE HARGA nya ke maskapai lelet kalah sama toko sebelah... Tingkat kan lagi kinerja sistem nya...",""
"Rsean 7887","Trima kasih sangat membantu.",""
"josep kartono","Mudah dan banyak promo",""
"Dewi Utari","Semoga selalu lancar, aamiin",""
"ade riska","Bagus dan hemat",""
"Sakrim Kusni","Mencari informasi pembelian tiket kereta api melalui media sosial/ internet dapat dilakukan secara mudah, cukup ketik ""tiket kereta api"" akan keluar berbagai macam informasi antara lain: stasiun pemberangkatan dan tujuan; tanggal pemberangkatan; harga tiket, dan lain-lain.",""
"Aziz Sattar","Okey atas transaksinya, memuaskan",""
"Rakha Alfiansyah","Good apk utk pembelian tiketnya",""
"Fc. Dion Kurniawan","Mudah dalam penggunaan",""
"Sri Martuti","Murah, fast respon",""
"hijrah copycenter","Mantap sangat membantu",""
"Fita Yusuf","Seneng banyak discountnya...   ",""
"Edi Rhoma Rezeki Siregar","Mantap... Semakin jaya",""
"Dede Supriatna","Bagus aman nyaman",""
"Raditya H","Sangat membantu",""
"Syaifu Hayatna","Sangat membantu",""
"nasrun nurdin","Sangat Membantu",""
"Dion putra","Sangat membantu",""
"Hesti Lestari","Sangat membantu",""
"Bagus Prakoso","Sangat membantu",""
"Surya Yanto","sangat membantu",""
"MARBUN MARBUN","Harga murah dan fasilitas prima",""
"Neni Manafe","Lumayan membantu.",""
"Niko Desanta","Respon yang sangat baik",""
"Arief Yulianto","Sangat membantu..",""
"Marwan Sumarwan","Gampang pesennya.",""
"nurulloh iyung","Sangat bagus dan membantu",""
"Melly Gosal","Mudah n gampang.....",""
"Ricyu Sin","Bagus dan sngat membntu.tingkatkn trus",""
